cell_type,gene,variance,variance_rank
IMM,PKM,1.6562400259804986,479
IMM,CCNI,1.636101839796554,480
IMM,IGKV1-39,1.6358951162416768,481
IMM,TUBA1A,1.633280842696709,482
IMM,BLOC1S1,1.6254037901739347,483
IMM,RPS4Y1,1.6231621987454146,484
IMM,LDHA,1.6209422827460405,485
IMM,H1FX,1.6178600369376588,486
IMM,IGKV1-5,1.615688340395481,487
IMM,PPP1R14B,1.612437517955672,488
IMM,NDUFA13,1.6081617643692576,489
IMM,SRSF3,1.5988414356583327,490
IMM,KLRD1,1.5953951902456625,491
IMM,SRSF7,1.5672811693144924,492
IMM,CD68,1.5657198912745105,493
IMM,MAFB,1.5401227144972258,494
IMM,PSMA7,1.531804249283847,495
IMM,TMEM66,1.505420489542236,496
IMM,SPI1,1.5049442446961687,497
IMM,EFHD2,1.499487345584713,498
IMM,RGS10,1.4915022394591126,499
IMM,ATP5PF,1.487975092810676,500
IMM,TPSB2,1.4807028521405143,501
IMM,CTSH,1.4772857576717693,502
IMM,SDCBP,1.477247101667968,503
IMM,NAMPT,1.4765904249852335,504
IMM,AP1S2,1.4715925699891554,505
IMM,MS4A1,1.4678714686390972,506
IMM,SET,1.4665383645651304,507
IMM,VMP1,1.4623828758148858,508
IMM,GABARAP,1.4608173159132622,509
IMM,SSR3,1.454603479452949,510
IMM,MRC1,1.454265617583735,511
IMM,IGHV3-15,1.449244567172872,512
IMM,KNG1,1.4488655991128458,513
IMM,EEF2,1.448650557759486,514
IMM,RBX1,1.447961561766737,515
IMM,SOD1,1.4401112944151768,516
IMM,SNRPG,1.4333138729755082,517
IMM,NDUFB1,1.432541808049298,518
IMM,BST2,1.4307510430905357,519
IMM,PSMB9,1.4225945669126263,520
IMM,G0S2,1.4223212375743133,521
IMM,ERP29,1.4198620933020962,522
IMM,EEF1G,1.4184322631136599,523
IMM,RPL31,1.4152053509983629,524
IMM,SDF2L1,1.413201939327076,525
IMM,PARK7,1.407120133843926,526
IMM,SARAF,1.391921891906071,527
IMM,SEC11A,1.391044268349365,528
IMM,AREG,1.3892158776331363,529
IMM,RPS27L,1.3864098382726433,530
IMM,IGLV2-11,1.3802227360842052,531
IMM,SH3BGRL,1.3791757545767849,532
IMM,FCGR2A,1.3771937035444533,533
IMM,PEBP1,1.3634578207647046,534
IMM,PRF1,1.3632416849204958,535
IMM,APRT,1.3626511520280356,536
IMM,ATP5MPL,1.3619390614359361,537
IMM,EGR1,1.3614446371799798,538
IMM,PTGES3,1.3588063567639455,539
IMM,NDUFB11,1.352852927930046,540
IMM,STXBP2,1.3482498195893615,541
IMM,DRAP1,1.3421542330224372,542
IMM,ATP6V1G1,1.336467804266647,543
IMM,VCAN,1.3344995111358358,544
IMM,FKBP1A,1.3305888289565482,545
IMM,ACTR2,1.3271715877463506,546
IMM,AQP2,1.326770016069754,547
IMM,PRDX5,1.3188104429609746,548
IMM,GPR183,1.316997510404579,549
IMM,CTSW,1.3094234025164972,550
IMM,CLPS,1.306787263396591,551
IMM,CLEC10A,1.299347867075208,552
IMM,PRDX4,1.298857992720777,553
IMM,CTSL,1.2920489642367388,554
IMM,MSR1,1.2905328168486314,555
IMM,NCL,1.2872647463796667,556
IMM,TRMT112,1.2871965294591499,557
IMM,EIF3E,1.2855306102575788,558
IMM,GSTO1,1.2813159429968541,559
IMM,ARL6IP4,1.2805030503542139,560
IMM,MEF2C,1.2797057543456045,561
IMM,RAC2,1.2770099930666334,562
IMM,IGKV1-27,1.2717625928309928,563
IMM,ALDOA,1.2692985230851488,564
IMM,GPNMB,1.2665531089015702,565
IMM,MTRNR2L12,1.2618882869045003,566
IMM,NEDD8,1.2605553207293725,567
IMM,LAPTM4A,1.2603326350658848,568
IMM,HSPD1,1.258964343005922,569
IMM,CD53,1.2355301068451805,570
IMM,HNRNPU,1.230855415191732,571
IMM,PLAC8,1.230184890645063,572
IMM,C12orf75,1.2205787754866189,573
IMM,ITM2C,1.2178408639373108,574
IMM,TKT,1.2176428165362685,575
IMM,CD99,1.204896959315215,576
IMM,BLVRB,1.2001915712177995,577
IMM,RBM3,1.1992905483521086,578
IMM,RARRES3,1.1980302052343368,579
IMM,XCL2,1.1964482126407405,580
IMM,CARD16,1.1962758091773544,581
IMM,NME2,1.1959632403383411,582
IMM,TRBC1,1.1931372270429406,583
IMM,MINOS1,1.1892965758699363,584
IMM,SNHG29,1.1886017244352485,585
IMM,MCL1,1.1873634918167755,586
IMM,S100A12,1.183659306792791,587
IMM,ISG20,1.1771637029969821,588
IMM,NDUFS6,1.1747120707288083,589
IMM,SAMHD1,1.1711549323514017,590
IMM,CDKN1C,1.1695628033888386,591
IMM,HNRNPDL,1.1687629190540365,592
IMM,NDUFC2,1.1686823472696024,593
IMM,TMEM176B,1.1680576937332892,594
IMM,CD48,1.1587554896634749,595
IMM,ASAH1,1.1578564396290356,596
IMM,GUK1,1.1570357625561696,597
IMM,NDUFB7,1.1502161584516832,598
IMM,SSR2,1.1448416559798953,599
IMM,RPL22L1,1.1437690116652781,600
IMM,ACTR3,1.1406007950026817,601
IMM,TUBB4B,1.137753150089043,602
IMM,HBA1,1.1353585208251435,603
IMM,H2AFV,1.1347713028402604,604
IMM,NDUFA3,1.1328791749109335,605
IMM,PSMB1,1.127437993928116,606
IMM,SPCS3,1.1258777179358812,607
IMM,HMGN3,1.12545842119638,608
IMM,COX5A,1.1238415738291279,609
IMM,SELENOK,1.1171994039296518,610
IMM,COPE,1.1109034912697755,611
IMM,IGSF6,1.1084558681112013,612
IMM,CIB1,1.1081188639059365,613
IMM,METRNL,1.1038253325932077,614
IMM,CAPZB,1.099031647899179,615
IMM,YWHAE,1.0949233879849778,616
IMM,ZNF706,1.094595101502102,617
IMM,YWHAZ,1.093770518446949,618
IMM,AES,1.0926313501793161,619
IMM,EIF3F,1.0915426105791286,620
IMM,CD163,1.0913703299032473,621
IMM,PSME1,1.0912182782020237,622
IMM,PGK1,1.090621516149893,623
IMM,C4orf3,1.0858700668766441,624
IMM,N4BP2L2,1.0810749129548978,625
IMM,HNRNPK,1.0805201997192262,626
IMM,DAD1,1.0802562306079324,627
IMM,BIRC3,1.0792720621006253,628
IMM,ERH,1.0769707056875168,629
IMM,TRAC,1.0750683544548565,630
IMM,RAP1B,1.0716795711950562,631
IMM,RNASEK,1.0702473932661278,632
IMM,HMOX1,1.0691924613740673,633
IMM,EIF3G,1.0677489975013732,634
IMM,DSTN,1.0634910625081029,635
IMM,DDX17,1.0608674980613364,636
IMM,EIF5A,1.0582254864859038,637
IMM,MT-ND6,1.0552106496185352,638
IMM,WSB1,1.0438786402900049,639
IMM,ATP5IF1,1.0437918940863251,640
IMM,PGLS,1.041832174298482,641
IMM,PTP4A2,1.0393532321466816,642
IMM,CLEC2B,1.036961834552125,643
IMM,CAP1,1.026895871522143,644
IMM,SAP18,1.0254396801278705,645
IMM,RGCC,1.02190332950552,646
IMM,RP11-290F20.3,1.0186538516550774,647
IMM,ATOX1,1.0153856082445543,648
IMM,NOP10,1.0125744395060354,649
IMM,ZEB2,1.009426749768498,650
IMM,ATP5I,1.0035636824231076,651
IMM,ARL6IP5,1.0032203638418469,652
IMM,SNRPD2,1.002128837833245,653
IMM,SLPI,0.9992021776104639,654
IMM,ABRACL,0.9964882149198507,655
IMM,UQCR11.1,0.9958919352340666,656
IMM,SMDT1,0.9950698013193324,657
IMM,MORF4L1,0.9940219689087919,658
IMM,SMAP2,0.9907674871687188,659
IMM,CLTA,0.9883461381022627,660
IMM,RNH1,0.9879991848361815,661
IMM,CLIC3,0.9859617811949158,662
IMM,PCBP2,0.9849736432255367,663
IMM,SRSF9,0.9839868587169114,664
IMM,CYB5A,0.9826747094932426,665
IMM,CXCL2,0.9800559984356605,666
IMM,GSTK1,0.9797016029958113,667
IMM,SON,0.9788410843138092,668
IMM,TRIR,0.9744013881722526,669
IMM,CDC42SE1,0.9738026152297135,670
IMM,NDUFA11,0.9732697639935711,671
IMM,WDR83OS,0.9718342352538536,672
IMM,OSTC,0.9665620316442713,673
IMM,HIGD2A,0.966122697946838,674
IMM,PLAUR,0.9651726381188551,675
IMM,DNAJA1,0.9638085942405815,676
IMM,C19orf53,0.9612694420378465,677
IMM,FGFBP2,0.9603401085536858,678
IMM,UCP2,0.9601303830983052,679
IMM,DUT,0.9589996724619809,680
IMM,LSM7,0.9558111407361916,681
IMM,ANP32B,0.9534379772047983,682
IMM,DAB2,0.9516106403835562,683
IMM,LITAF,0.9482742533460117,684
IMM,NDUFB4,0.9456199047118781,685
IMM,IFNG,0.943031023979065,686
IMM,CD1C,0.9414014895043498,687
IMM,ATP5G3,0.9410941273260753,688
IMM,FLNA,0.9394929487516609,689
IMM,TAGLN,0.9375721789030215,690
