cell_type,gene,variance,variance_rank
PT,FAM20C,0.4164075811767779,2047
PT,TMEM245,0.41607510490458066,2048
PT,ANP32A,0.4156194660850022,2049
PT,PDAP1,0.4155859880659656,2050
PT,WASF2,0.4153415317327293,2051
PT,PAX2,0.4145658147566766,2052
PT,NDUFA9,0.41365765061316206,2053
PT,TRIM28,0.41335285686220424,2054
PT,PRKDC,0.41321338268688956,2055
PT,TMEM9,0.4127131085234317,2056
PT,CWC15,0.4126530367097995,2057
PT,MARC2,0.4126213011956085,2058
PT,MRPS35,0.41235457279779997,2059
PT,RAD23A,0.4122966864251837,2060
PT,OXR1,0.41211558181362345,2061
PT,RDH11,0.41208468559988976,2062
PT,IFI6,0.41181926520997814,2063
PT,HNRNPH3,0.41165283722290424,2064
PT,PAIP1,0.41129273475144595,2065
PT,GSDMD,0.41108007370643684,2066
PT,ISCA2,0.4106094552211691,2067
PT,FNBP1L,0.41049300756890306,2068
PT,CEBPB,0.4104023042916525,2069
PT,MRPS23,0.4101265875795196,2070
PT,EI24,0.4100902550686994,2071
PT,ILK,0.40942773771109736,2072
PT,EFHD1,0.4093567593201981,2073
PT,SMIM20,0.4088290594850361,2074
PT,GLO1,0.4085306825511718,2075
PT,MRPL15,0.40838789632944505,2076
PT,NFKBIZ,0.40837090967626394,2077
PT,TSR3,0.40835164661047935,2078
PT,SPG21,0.4078378801582712,2079
PT,PCNP,0.40768113922356475,2080
PT,WLS,0.40762368412532257,2081
PT,GLTSCR2,0.4075920270043276,2082
PT,NAPA,0.4073752436620255,2083
PT,HPGD,0.4060405788394205,2084
PT,C17orf89,0.4059083794820396,2085
PT,SLC1A1,0.40572605185438904,2086
PT,RASSF7,0.40564102557196563,2087
PT,POLDIP2,0.40537684443065297,2088
PT,S100A14,0.4052746983086823,2089
PT,PTOV1,0.4050025318737396,2090
PT,CCNL1,0.4046968236676373,2091
PT,TSPAN4,0.40448873741327585,2092
PT,FAM50A,0.4044290945887422,2093
PT,KIF9,0.4043822862202445,2094
PT,XRN2,0.40435757877926704,2095
PT,PDLIM5,0.4036987199849748,2096
PT,LAMB1,0.4035384803405022,2097
PT,NIPSNAP2,0.4030041957620305,2098
PT,RAB21,0.40257238642627746,2099
PT,SURF4,0.40243172099335245,2100
PT,STX3,0.4023739958496905,2101
PT,MICOS13,0.40225064620478157,2102
PT,IL18,0.4022113168484493,2103
PT,PKIG,0.40214665839894315,2104
PT,IFT57,0.4018464521340473,2105
PT,LASP1,0.4015237305372242,2106
PT,CHMP4A,0.40130852965463165,2107
PT,CTNND1,0.4011655504818662,2108
PT,USP22,0.4009436989926648,2109
PT,SPARCL1,0.40081733441133593,2110
PT,MRPL19,0.40029154255611676,2111
PT,NEDD4L,0.3998193607572168,2112
PT,TIPARP,0.3986683991273448,2113
PT,ZSWIM7,0.3983355589396002,2114
PT,TUSC2,0.3983036324864654,2115
PT,ISCA1,0.39818581126023844,2116
PT,CCDC50,0.39794615771172115,2117
PT,CCDC107,0.39788190579407856,2118
