latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,cell_type,condition
0.8905523,1.6092683,-2.6538496,-5.0622673,3.8318279,3.1141622,3.8497996,-6.221145,-4.2641406,-0.23291911,1.0306718,-2.5563872,-0.29444414,3.4956515,4.850474,-1.8985656,3.9455776,-5.265819,-4.6516337,-1.0898443,-7.794947,-0.028985847,2.025019,3.5977192,-7.0160155,-2.5381742,2.643743,-4.4170527,-1.3584317,0.67487043,1.7628206,-2.4942691,CNT,AKI
-1.6437083,1.4841226,-1.6214484,-0.46002555,-2.4152703,2.0464823,-1.7712998,1.5679252,-1.1983063,-1.8175676,0.28788894,-1.389076,-1.9266976,1.0443956,-2.389688,2.4863417,-1.5163862,-1.2426884,1.5169611,-1.7588034,2.4996505,-2.5311592,-0.9496992,-1.8697649,2.1562538,1.7117119,-0.9528242,0.9058319,-1.3281446,0.68503445,-2.0082648,-0.95115083,CNT,Ref
-0.06470041,-1.6718128,0.95219076,0.26710224,1.2605762,1.1466671,0.88756514,-1.0104957,0.17543635,-1.4780263,0.4915191,0.4846574,1.616248,-1.1671312,-0.83053815,0.2922545,0.9232029,0.6717296,0.57041955,-2.034696,1.6384947,-0.7228472,-1.7955536,0.78491646,-0.8486948,-0.96263295,0.26797494,1.6255133,-0.6869906,-0.42800006,1.0680642,-2.525572,CNT,CKD
-0.08903718,-0.34186068,-0.2691595,-0.80610573,1.3522186,1.1663742,0.9836306,-1.3521904,-1.1682281,-0.7894154,0.25684524,-0.72553384,0.5026088,0.18835074,0.630857,0.08913104,1.0924551,-0.7866666,-0.78365374,-1.2244751,-1.3549398,-0.39745158,-0.3788184,0.6120003,-1.685723,-0.5876155,0.7593143,-0.4176735,-0.24842925,0.19645041,0.7277167,-1.3830457,CNT,AKI
0.6164851,-0.81442165,0.2164673,-1.2811116,2.9898791,2.010409,2.3860476,-3.1748705,-1.7602402,-1.1274749,0.4778857,-0.60507697,1.2403479,0.10209201,1.8375767,-0.5798663,1.9972843,-1.5825213,-1.7921371,-1.9401006,-2.4649324,-0.28219378,-0.2752604,1.7634007,-3.2557206,-1.4992377,1.2286249,-0.9778064,-0.34662744,0.3505322,2.1346977,-2.437665,CNT,AKI
-0.21263663,-1.0155096,0.6294804,-0.4171322,0.35530794,0.6449442,0.30828816,-0.83890194,0.5155398,-1.1928114,0.84670013,0.16568603,0.71186876,-0.5936045,-0.7291823,0.091841035,0.8389981,0.7788418,0.5091034,-1.1203469,1.51853,-1.021247,-1.6159228,0.5781064,-0.9161639,-0.98811215,0.27082205,1.3861982,-0.92634666,-0.6539503,0.38969448,-1.7847414,CNT,CKD
1.5915887,1.3673352,-1.3631413,-3.7611282,2.3363855,2.252393,2.7478983,-3.666515,-2.6672544,-0.011909656,0.65538603,-1.6594797,-0.41983038,1.801566,2.5466497,-1.6431108,2.8176022,-1.9929734,-3.0336573,-1.0439317,-4.0274425,-0.2995409,1.7773463,2.8104455,-3.2266965,-1.1284728,1.7032359,-2.1103218,-1.0329641,1.0403033,0.92527735,-2.4219372,CNT,AKI
0.13795687,-0.46358404,-0.17445311,-1.0809776,1.9358957,1.459081,1.5019934,-2.0563571,-1.4093542,-0.90258914,0.38446692,-0.7807352,0.7390644,0.08638906,1.114385,-0.17167634,1.4407799,-1.0944328,-1.244433,-1.43009,-1.8460106,-0.41528428,-0.3671149,1.1118702,-2.3661633,-0.95705014,1.0270633,-0.6912403,-0.39048332,0.17133817,1.2787493,-1.6685692,CNT,AKI
-3.3297174,2.3855178,-3.492859,-1.3617356,-3.2461658,1.9589535,-3.3531709,1.9702536,-2.2585914,-2.3683863,0.6421292,-2.7491348,-3.2855365,2.0425248,-2.4821906,3.6927907,-1.8922074,-2.1302154,1.617009,-2.0241396,1.994212,-2.7431502,-1.3745255,-2.998724,1.4734881,2.2121937,-0.7988972,0.8072748,-1.5743148,0.43535802,-2.9480112,-0.88894653,CNT,Ref
0.08621572,2.3243008,-3.4745548,-5.498304,1.4758439,1.1449478,1.6925924,-4.0937257,-2.1219037,0.26870847,1.8895342,-1.2431082,-1.4384221,4.0645504,4.0131135,-1.9094493,3.0045633,-3.5833182,-2.6066368,0.77424,-3.6846237,-0.9242118,2.1376038,3.9693682,-4.951046,-2.7418857,1.7372882,-3.3367734,-2.5633068,-1.136822,-0.23463055,-2.286087,CNT,AKI
