cell_type,gene,class,importance,n_cells_used_for_importance,mean_expr_AKI,mean_expr_CKD,mean_expr_Ref,target_minus_others_mean,abs_target_minus_others_mean,combined_score
PT,RPLP0,AKI,0.062197212,400,4.1382437,3.05559,2.477895,1.3715012073516846,1.3715012073516846,0.08530355152997249
PT,UQCRH,AKI,0.06464912,400,3.543938,2.2271166,2.2451577,1.3078007698059082,1.3078007698059082,0.08454816886820282
PT,IFITM3,AKI,0.060171537,400,2.2981899,1.3288596,0.48292023,1.3922999799251556,1.3922999799251556,0.08377682989816226
PT,ATP5F1D,AKI,0.040575244,400,3.8735576,2.1061609,1.553483,2.04373562335968,2.04373562335968,0.08292507063418686
PT,HIF1A,AKI,0.095638126,400,1.1434685,0.39722338,0.19077629,0.8494686633348465,0.8494686633348465,0.08124159117163954
PT,ATP5IF1,AKI,0.06008583,400,3.2480204,2.1676207,1.6855952,1.3214125037193298,1.3214125037193298,0.0793981661959633
PT,CDK2AP2,AKI,0.12129673,400,0.9648742,0.4161616,0.21232542,0.6506306976079941,0.6506306976079941,0.07891937841130892
PT,GSTA1,AKI,0.021949684,400,1.2990129,2.245237,7.456064,-3.5516377687454224,3.5516377687454224,0.07795732758501184
PT,ATP5MG,AKI,0.038417295,400,3.8445706,2.140061,1.5588429,1.9951187372207642,1.9951187372207642,0.07664706433262047
PT,ATP5MF,AKI,0.056575924,400,2.559676,1.4469379,0.97259,1.3499119579792023,1.3499119579792023,0.07637251655473865
PT,ADGRG1,AKI,0.08897662,400,1.1602372,0.50136304,0.14078744,0.8391619548201561,0.8391619548201561,0.07466579573848442
PT,RPL34,AKI,0.025696399,400,14.198861,12.048133,10.665917,2.8418359756469727,2.8418359756469727,0.07302495024278421
PT,MT1X,AKI,0.038134918,400,8.954151,9.207047,12.5123205,-1.9055328369140625,1.9055328369140625,0.07266733775190914
PT,RPS3,AKI,0.03506003,400,7.7047844,6.0786486,5.2435093,2.043705463409424,2.043705463409424,0.0716523737891972
PT,B2M,AKI,0.014451912,400,12.03639,9.889989,4.3311543,4.925818681716919,4.925818681716919,0.07118749650513889
PT,HINT1,AKI,0.025040142,400,7.3858085,5.016543,4.154675,2.800199508666992,2.800199508666992,0.07011739399219152
PT,COX7B,AKI,0.04896643,400,4.1400375,2.8181155,2.5990589,1.431450366973877,1.431450366973877,0.07009301437558335
PT,PTMA,AKI,0.0218399,400,8.5487995,6.7193265,4.0214887,3.178391933441162,3.178391933441162,0.06941576180370124
PT,FTCD,AKI,0.0904794,400,0.6061202,1.0976964,1.6458797,-0.7656678557395935,0.7656678557395935,0.06927716534109729
PT,CD63,AKI,0.042151555,400,4.7326374,3.9725022,2.2312622,1.6307551860809326,1.6307551860809326,0.06873886760086023
PT,RNF213,AKI,0.13072799,400,0.7819448,0.33917588,0.19768701,0.5135133638978004,0.5135133638978004,0.06713057065112815
PT,MYL6,AKI,0.017776389,400,8.553382,5.919165,3.769148,3.709225296974182,3.709225296974182,0.06593663056206056
PT,RPL39,AKI,0.014270714,400,15.282579,12.512266,8.840986,4.605953216552734,4.605953216552734,0.06573023899117203
PT,IGFBP7,AKI,0.01642021,400,9.010445,6.6277966,3.3973238,3.9978843927383423,3.9978843927383423,0.06564610040629248
PT,ALDH6A1,AKI,0.052583836,400,0.9959174,1.4070234,3.056172,-1.2356802821159363,1.2356802821159363,0.06497680932674443
PT,COX7C,AKI,0.043845046,400,7.5728426,5.9168086,6.3213596,1.4537584781646729,1.4537584781646729,0.06374010780103578
PT,UGT2B7,AKI,0.020036334,400,1.3796023,2.2277353,6.8334346,-3.150982618331909,3.150982618331909,0.06313414071071888
PT,SLC22A8,AKI,0.062313605,400,0.2604404,0.6264937,1.9105444,-1.0080786347389221,1.0080786347389221,0.06281701395478412
PT,RPS3A,AKI,0.028187925,400,10.210463,8.1401205,7.841033,2.21988582611084,2.21988582611084,0.06257397516613672
PT,RPS25,AKI,0.051495332,400,6.994692,5.994792,5.5657625,1.2144145965576172,1.2144145965576172,0.06253668316431771
PT,RPS4X,AKI,0.049743652,400,9.468953,9.298824,7.138105,1.250488519668579,1.250488519668579,0.06220386618224438
PT,RPS28,AKI,0.034279868,400,15.663813,14.278096,13.542772,1.7533783912658691,1.7533783912658691,0.06010557981840492
PT,RPL12,AKI,0.013992484,400,10.938819,7.5675225,5.842535,4.233790159225464,4.233790159225464,0.059241239909179066
PT,TPM1,AKI,0.043334506,400,3.072084,2.2341444,1.21037,1.3498267531394958,1.3498267531394958,0.05849407614311852
PT,PPIB,AKI,0.07020959,400,1.8731163,1.2963021,0.792789,0.8285707235336304,0.8285707235336304,0.05817361292367096
PT,TMSB4X,AKI,0.029010465,400,4.9443555,4.5118346,1.4051441,1.985866129398346,1.985866129398346,0.05761090057364304
PT,PDK4,AKI,0.058764234,400,0.08109061,0.11360203,2.006194,-0.9788074642419815,0.9788074642419815,0.05751887105095599
PT,CD24,AKI,0.027564935,400,4.3008237,3.6300797,0.8025497,2.084508955478668,2.084508955478668,0.05745935466968488
PT,PDZK1IP1,AKI,0.03008993,400,9.552201,6.3624077,8.998015,1.8719897270202637,1.8719897270202637,0.056328039284970544
PT,RPL26,AKI,0.020359185,400,11.685612,9.679888,8.185653,2.7528414726257324,2.7528414726257324,0.056045607696349364
PT,SEPP1,AKI,0.042693816,400,0.11721188,0.62513095,2.2071698,-1.2989384829998016,1.2989384829998016,0.05545664075139034
PT,CHCHD10,AKI,0.0680029,400,3.0977926,2.2614937,2.3131104,0.810490608215332,0.810490608215332,0.055115713379159104
PT,ADI1,AKI,0.0458172,400,1.2653,1.7907304,3.093893,-1.1770116686820984,1.1770116686820984,0.05392737913752366
PT,C3,AKI,0.044404972,400,1.3988557,0.42519414,0.01981254,1.1763523444533348,1.1763523444533348,0.05223589332299913
PT,MALAT1,AKI,0.009833007,400,60.938007,66.04816,45.236042,5.295907974243164,5.295907974243164,0.052074700815458286
PT,RPS7,AKI,0.02720862,400,8.6473055,6.7789173,6.7179465,1.8988735675811768,1.8988735675811768,0.051665730624073536
PT,RPLP2,AKI,0.03135715,400,5.0514936,3.626713,3.2051294,1.6355724334716797,1.6355724334716797,0.051286890990674294
PT,ATP5MC3,AKI,0.02290462,400,3.98713,1.9657502,1.5801452,2.214182198047638,2.214182198047638,0.05071500091501502
PT,PPDPF,AKI,0.06102662,400,4.1388927,4.022219,2.6112187,0.8221737146377563,0.8221737146377563,0.05017448418082582
PT,CD74,AKI,0.027415281,400,3.1782506,1.9445492,0.75293094,1.8295104801654816,1.8295104801654816,0.05015654420195109
PT,ATP5MC1,AKI,0.04181273,400,2.0101397,0.9896129,0.66317165,1.1837474405765533,1.1837474405765533,0.04949571104434358
PT,RPL3,AKI,0.014875903,400,12.346358,9.118739,8.945817,3.314080238342285,3.314080238342285,0.049299935478095414
PT,UQCRB,AKI,0.032976612,400,4.6021695,3.1299593,3.1236188,1.4753804206848145,1.4753804206848145,0.04865304834731177
PT,PAH,AKI,0.040586315,400,0.63524866,1.1677223,2.4975047,-1.197364866733551,1.197364866733551,0.04859662776543905
PT,RPS12,AKI,0.0077722315,400,17.90774,13.509564,9.925844,6.190035343170166,6.190035343170166,0.0481103875225708
PT,RPS19,AKI,0.010822749,400,12.209336,8.960023,6.579591,4.4395294189453125,4.4395294189453125,0.04804791153762267
PT,RPS13,AKI,0.018258242,400,9.691137,7.28173,6.8897448,2.6053998470306396,2.6053998470306396,0.047570020748573416
PT,PPIA,AKI,0.01919901,400,6.727383,4.606943,3.9214602,2.463181495666504,2.463181495666504,0.04729064612950751
PT,JPT1,AKI,0.07373064,400,0.78561497,0.2555857,0.0799792,0.6178325153887272,0.6178325153887272,0.045553186842454324
PT,ATP5MD,AKI,0.024303632,400,3.6221745,2.1077971,1.4154987,1.8605265617370605,1.8605265617370605,0.045217552616697354
PT,NDUFS5,AKI,0.05527635,400,3.0651453,2.512171,2.0163019,0.8009088039398193,0.8009088039398193,0.044271314713437704
PT,EEF1A1,AKI,0.009436167,400,29.306898,23.769491,25.60583,4.619237899780273,4.619237899780273,0.04358789952028452
PT,MZT2B,AKI,0.06342425,400,2.3101354,1.7171309,1.560624,0.6712579131126404,0.6712579131126404,0.042574031020548464
PT,SYNE2,AKI,0.04631918,400,1.7134807,1.1054432,0.5413658,0.8900761902332306,0.8900761902332306,0.041227598589900216
PT,RPS23,AKI,0.011595293,400,14.274654,11.226116,10.231639,3.545776844024658,3.545776844024658,0.04111432123536174
PT,RPL10A,AKI,0.027305866,400,4.905444,3.5272996,3.281086,1.5012513399124146,1.5012513399124146,0.04099296741000846
PT,CUBN,AKI,0.026821313,400,1.0523132,1.7200702,3.416538,-1.5159909129142761,1.5159909129142761,0.04066086742608788
PT,ATPIF1,AKI,0.03473033,400,0.19783509,1.3282169,1.3802062,-1.1563764810562134,1.1563764810562134,0.04016133691805557
PT,TAGLN2,AKI,0.058972478,400,1.2505357,0.7195134,0.42153665,0.6800106912851334,0.6800106912851334,0.040101915472350314
PT,ENO1,AKI,0.029061716,400,3.32753,2.033284,1.8709822,1.3753968477249146,1.3753968477249146,0.03997139264452221
PT,HSP90B1,AKI,0.03218023,400,2.5521982,1.6443963,0.977983,1.2410085201263428,1.2410085201263428,0.039935940930750924
PT,RPL35A,AKI,0.029128594,400,7.5347238,6.457326,5.8788004,1.3666605949401855,1.3666605949401855,0.039808902048599215
PT,ACTB,AKI,0.011608656,400,7.729211,4.9977927,3.649254,3.40568745136261,3.40568745136261,0.039535452583164044
PT,RPS26,AKI,0.015524823,400,7.8856864,6.5010467,4.3210588,2.4746336936950684,2.4746336936950684,0.038418250625367634
PT,COX4I1,AKI,0.03528652,400,4.4790754,3.4359093,3.376863,1.0726892948150635,1.0726892948150635,0.0378514719082057
PT,MT1M,AKI,0.07114654,400,0.9926589,0.44809532,0.48317125,0.5270256251096725,0.5270256251096725,0.03749604989906141
PT,RPS18,AKI,0.006065815,400,17.887848,12.812061,10.725483,6.119075775146484,6.119075775146484,0.0371171829785073
PT,C11orf54,AKI,0.039765082,400,2.4491134,2.8414626,3.8457549,-0.8944953680038452,0.8944953680038452,0.03556968192538168
PT,RPS29,AKI,0.07852866,400,4.433154,4.748451,5.0208,-0.45147156715393066,0.45147156715393066,0.03545345609311212
PT,FAU,AKI,0.021135978,400,7.043867,5.9165297,4.897493,1.6368558406829834,1.6368558406829834,0.034596549693747036
PT,COX6B1,AKI,0.027845494,400,4.167209,3.0220714,2.8317425,1.2403022050857544,1.2403022050857544,0.03453682816696979
PT,YBX1,AKI,0.04243459,400,2.1631224,1.4702005,1.2419031,0.8070706129074097,0.8070706129074097,0.03424771201248111
PT,MMP7,AKI,0.010095399,400,5.5247927,3.6417117,0.6604452,3.3737142086029053,3.3737142086029053,0.03405899061966
PT,LAPTM4A,AKI,0.02014307,400,4.358567,3.3252223,2.0117996,1.690056324005127,1.690056324005127,0.034042921700763173
PT,RPL7A,AKI,0.010784472,400,10.958341,8.010005,7.6428432,3.1319165229797363,3.1319165229797363,0.03377606710967873
PT,BICC1,AKI,0.06947123,400,1.1020526,0.80313176,0.4316936,0.48463988304138184,0.48463988304138184,0.03366853003864101
PT,ATOX1,AKI,0.06604802,400,2.2442567,2.513498,2.993525,-0.5092548131942749,0.5092548131942749,0.033635271391472266
PT,GNB2L1,AKI,0.027286412,400,0.3118638,1.0032938,2.0706534,-1.2251097857952118,1.2251097857952118,0.033428850598565985
PT,FBP1,AKI,0.026697068,400,0.855073,1.5682285,2.6247137,-1.2413980960845947,1.2413980960845947,0.03314168881999491
PT,MT-ND6,AKI,0.05996103,400,0.50290185,0.74583894,1.3591999,-0.5496175587177277,0.5496175587177277,0.03295563404580926
PT,S100A10,AKI,0.013386991,400,5.474623,4.1480966,1.89081,2.455169916152954,2.455169916152954,0.03286733726412816
PT,TNFSF10,AKI,0.018894548,400,3.1963336,2.3555212,0.572402,1.7323720455169678,1.7323720455169678,0.03273238606899431
PT,RPL35,AKI,0.014064002,400,8.282599,6.35648,5.598714,2.305002450942993,2.305002450942993,0.03241755873612351
PT,RPL37,AKI,0.035432775,400,7.4709377,6.608604,6.504642,0.9143147468566895,0.9143147468566895,0.032396708314658795
PT,S100A13,AKI,0.035671912,400,2.2506716,1.7944689,0.91088337,0.8979955017566681,0.8979955017566681,0.032033216635116046
PT,DYNLL1,AKI,0.028875707,400,2.9826405,2.1988783,1.5487471,1.108827829360962,1.108827829360962,0.032018187200687276
PT,ATP1B1,AKI,0.06341354,400,2.8664901,3.4046466,3.3351152,-0.5033907890319824,0.5033907890319824,0.03192179094862624
PT,ATP5F1E,AKI,0.009437606,400,7.230343,4.529798,3.1785543,3.3761667013168335,3.3761667013168335,0.03186293023495246
PT,GAPDH,AKI,0.010706599,400,9.995672,7.0022054,7.0704193,2.959359884262085,2.959359884262085,0.031684679194113885
PT,ERRFI1,AKI,0.05527861,400,0.078663185,0.08513861,1.207536,-0.5676741115748882,0.5676741115748882,0.031380236069547554
PT,C19orf70,AKI,0.05304653,400,1.4881341,0.8883827,0.9422546,0.5728155076503754,0.5728155076503754,0.03038587400860171
PT,RPS16,AKI,0.041344237,400,3.6259394,2.9129488,2.870008,0.7344609498977661,0.7344609498977661,0.030365727273193865
PT,RPS15,AKI,0.010941841,400,12.197276,9.725781,9.152419,2.758175849914551,2.758175849914551,0.030179520795122983
PT,UQCR10,AKI,0.03212638,400,3.211164,2.4683373,2.0782046,0.9378930330276489,0.9378930330276489,0.030131106353971315
PT,CYCS,AKI,0.0565111,400,1.186083,0.6565475,0.6580385,0.5287899672985077,0.5287899672985077,0.029882502922795706
PT,C19orf77,AKI,0.03838982,400,0.08637262,0.6917617,1.0363444,-0.7776804193854332,0.7776804193854332,0.029855011788629565
PT,LCN2,AKI,0.031631622,400,1.0036961,0.13026789,0.0034671433,0.9368285682285205,0.9368285682285205,0.029633407583192776
PT,NDUFA4,AKI,0.018259883,400,5.8448925,4.4554257,4.0068645,1.6137473583221436,1.6137473583221436,0.029466837836622517
PT,UNC5CL,AKI,0.08455062,400,0.43328795,0.13424273,0.041061882,0.3456356432288885,0.3456356432288885,0.029223707626796713
PT,C12orf75,AKI,0.022139147,400,2.6967602,1.6335381,1.1330525,1.313464879989624,1.313464879989624,0.029078991957629086
PT,CYB5A,AKI,0.013092676,400,5.163025,5.7220087,9.036506,-2.2162322998046875,2.2162322998046875,0.029016411835726785
PT,RPL29,AKI,0.008183871,400,10.5526905,7.3755326,6.671231,3.529308795928955,3.529308795928955,0.02888340930225164
PT,RPL32,AKI,0.0071724895,400,14.442553,10.970438,9.906762,4.003952503204346,4.003952503204346,0.02871830744304038
PT,IL32,AKI,0.008751763,400,5.269349,2.4486225,1.583791,3.2531423568725586,3.2531423568725586,0.028470731013088724
PT,NAPSA,AKI,0.07815237,400,0.88282436,0.48735914,0.55201614,0.36313672363758087,0.36313672363758087,0.02837999683300141
PT,HMGN3,AKI,0.022603283,400,3.0275047,2.0923471,1.4560863,1.2532879710197449,1.2532879710197449,0.028328422319671698
PT,PRDX1,AKI,0.018764673,400,5.743966,4.5829477,3.9299133,1.4875355958938599,1.4875355958938599,0.027913118736637932
PT,CXCL14,AKI,0.08447857,400,3.7472024,4.2905316,3.8639004,-0.330013632774353,0.330013632774353,0.027879080440937898
PT,PRDX2,AKI,0.048847985,400,2.3491318,1.8722512,1.6848384,0.5705870389938354,0.5705870389938354,0.027872026849556253
PT,STMP1,AKI,0.06638189,400,0.69278497,0.39467362,0.15294604,0.4189751371741295,0.4189751371741295,0.02781236004471921
PT,TUBB,AKI,0.0573643,400,1.1750948,0.8394614,0.5425605,0.484083890914917,0.484083890914917,0.027769133491997167
PT,RPL6,AKI,0.017823597,400,6.033445,4.467082,4.4944525,1.5526776313781738,1.5526776313781738,0.02767430101895041
PT,COX5B,AKI,0.028959282,400,4.20973,3.3827007,3.1256382,0.9555606842041016,0.9555606842041016,0.027672351075992196
PT,NTN4,AKI,0.05876301,400,0.9189041,0.5643573,0.34251308,0.4654689431190491,0.4654689431190491,0.02735235549111148
PT,SLC16A9,AKI,0.030120978,400,0.5692081,1.0792621,1.8692132,-0.9050295948982239,0.9050295948982239,0.027260376636642936
PT,VIM,AKI,0.0145608755,400,4.4020205,3.1436772,1.9172318,1.8715659379959106,1.8715659379959106,0.027251638581115345
PT,REG1A,AKI,0.012906401,400,2.6678615,1.107419,0.0073316614,2.1104861239437014,2.1104861239437014,0.02723878110305177
PT,CST3,AKI,0.033519648,400,3.3019042,2.8276598,2.1560028,0.8100728988647461,0.8100728988647461,0.0271533584368413
PT,DHRS4L2,AKI,0.047006458,400,0.5718481,0.86075413,1.4238183,-0.5704381465911865,0.5704381465911865,0.026814276804465464
PT,ALB,AKI,0.013487374,400,0.4846814,1.0310917,3.7764585,-1.9190936982631683,1.9190936982631683,0.025883535236410682
PT,NME1,AKI,0.069462754,400,0.68632525,0.36074275,0.27052736,0.3706901967525482,0.3706901967525482,0.025749161885084026
PT,MSN,AKI,0.06581849,400,0.76227105,0.41319776,0.3314907,0.38992682099342346,0.38992682099342346,0.02566439402155929
PT,ATP6V0B,AKI,0.04506932,400,1.3853228,0.92186105,0.71399325,0.5673956573009491,0.5673956573009491,0.025572135460918077
PT,RPL18,AKI,0.011605888,400,7.7828326,5.942676,5.2180166,2.202486276626587,2.202486276626587,0.02556180832960364
PT,CALM1,AKI,0.07417483,400,2.3353422,2.2335715,3.1174467,-0.34016692638397217,0.34016692638397217,0.025231823537267495
PT,NDUFB2,AKI,0.024874898,400,4.0765905,3.3700385,2.763672,1.0097352266311646,1.0097352266311646,0.025117060440006833
PT,FABP3,AKI,0.030106058,400,1.4507338,0.7181974,0.5174154,0.8329273760318756,0.8329273760318756,0.025076160179334506
PT,PEBP1,AKI,0.017028777,400,4.020483,4.688363,6.294655,-1.4710259437561035,1.4710259437561035,0.025049772652674385
PT,PTH1R,AKI,0.043671023,400,1.0620065,1.2286545,2.0363362,-0.5704888701438904,0.5704888701438904,0.02491383262669733
PT,MT-ATP6,CKD,0.08452847,400,84.85308,81.00372,132.8689,-27.85726547241211,27.85726547241211,2.3547319883529383
PT,MT-CYB,CKD,0.088691846,400,42.749382,44.78289,80.85645,-17.02002716064453,17.02002716064453,1.509537619954358
PT,MT-CO2,CKD,0.035181478,400,127.863144,122.669075,184.69725,-33.611122131347656,33.611122131347656,1.1824889425898846
PT,MT-CO3,CKD,0.025562858,400,101.64679,99.77835,166.39832,-34.24420166015625,34.24420166015625,0.875379671519454
PT,MT-ND3,CKD,0.026546013,400,98.84678,130.3096,221.29507,-29.76132583618164,29.76132583618164,0.7900445309434616
PT,FTL,CKD,0.033713028,400,56.289883,52.699123,87.424805,-19.158220291137695,19.158220291137695,0.6458816139421231
PT,MT-CO1,CKD,0.015651165,400,170.96788,156.30661,216.84987,-37.602264404296875,37.602264404296875,0.5885192286373808
PT,FXYD2,CKD,0.084441684,400,9.384242,16.70485,12.828133,5.59866189956665,5.59866189956665,0.4727604399899654
PT,MALAT1,CKD,0.036132544,400,60.938007,66.04816,45.236042,12.961132049560547,12.961132049560547,0.4683186776879893
PT,MT1G,CKD,0.036648992,400,57.674652,31.54689,28.643833,-11.61235237121582,11.61235237121582,0.4255810143683405
PT,MT-ND4,CKD,0.028164797,400,86.620964,81.95341,106.83502,-14.774585723876953,14.774585723876953,0.4161232007457727
PT,MT-ND4L,CKD,0.16100857,400,13.687628,21.619547,24.924541,2.313462257385254,2.313462257385254,0.37248724198636296
PT,FTH1,CKD,0.06681935,400,30.846376,24.070633,27.76497,-5.235040664672852,5.235040664672852,0.3498020010415672
PT,MT-ND2,CKD,0.033499714,400,30.918463,39.163532,67.92469,-10.258044242858887,10.258044242858887,0.34364154820291404
PT,MT-ND1,CKD,0.03742456,400,19.580925,27.004358,46.137325,-5.854766845703125,5.854766845703125,0.2191120768283099
PT,GPX3,CKD,0.018508205,400,12.293678,13.824838,35.389244,-10.016623497009277,10.016623497009277,0.18538972299663747
PT,S100A6,CKD,0.038439967,400,10.793566,10.631989,3.4536424,3.5083844661712646,3.5083844661712646,0.13486218218452528
